"","class","x","y","z"
"609","DistinctClusters",42.52,9.53,"2"
"610","DistinctClusters",55.99,16,"2"
"611","DistinctClusters",46.75,26.51,"2"
"612","DistinctClusters",48.7,20.74,"2"
"613","DistinctClusters",40.27,17.03,"2"
"614","DistinctClusters",41.29,24.02,"2"
"615","DistinctClusters",52.11,17.89,"2"
"616","DistinctClusters",48.95,19.31,"2"
"617","DistinctClusters",46.45,20.44,"2"
"618","DistinctClusters",42,26.53,"2"
"619","DistinctClusters",43.42,27.76,"2"
"620","DistinctClusters",62.22,27.7,"2"
"621","DistinctClusters",48.04,25.87,"2"
"622","DistinctClusters",54.64,21.98,"2"
"623","DistinctClusters",54.71,31.28,"2"
"624","DistinctClusters",54.58,32.26,"2"
"625","DistinctClusters",51.77,27.97,"2"
"626","DistinctClusters",42.49,18.68,"2"
"627","DistinctClusters",43.94,13.76,"2"
"628","DistinctClusters",54.51,21.16,"2"
"629","DistinctClusters",42.15,16.67,"2"
"630","DistinctClusters",53.17,21.65,"2"
"631","DistinctClusters",46.8,16.7,"2"
"632","DistinctClusters",47.61,25.53,"2"
"633","DistinctClusters",45.26,33.14,"2"
"634","DistinctClusters",48.62,25.78,"2"
"635","DistinctClusters",55.26,24.45,"2"
"636","DistinctClusters",52.72,20.22,"2"
"637","DistinctClusters",48.61,33.09,"2"
"638","DistinctClusters",55.22,19.52,"2"
"639","DistinctClusters",59.94,28.26,"2"
"640","DistinctClusters",49.96,29.45,"2"
"641","DistinctClusters",52.82,20.96,"2"
"642","DistinctClusters",51.67,0.48,"2"
"643","DistinctClusters",44.13,18.02,"2"
"644","DistinctClusters",44.44,22.74,"2"
"645","DistinctClusters",61.52,12.18,"2"
"646","DistinctClusters",55.29,12.25,"2"
"647","DistinctClusters",54.45,25.44,"2"
"648","DistinctClusters",50.89,3.22,"2"
"649","DistinctClusters",52.91,21.4,"2"
"650","DistinctClusters",50.91,18.39,"2"
"651","DistinctClusters",50.25,16.05,"2"
"652","DistinctClusters",51.34,20.38,"2"
"653","DistinctClusters",43.94,20.33,"2"
"654","DistinctClusters",64.41,21.48,"2"
"655","DistinctClusters",54.81,20.74,"2"
"656","DistinctClusters",48.49,16.79,"2"
"657","DistinctClusters",57.28,21.55,"2"
"658","DistinctClusters",46.24,28.33,"2"
"659","DistinctClusters",60.27,24,"2"
"660","DistinctClusters",47.63,28.98,"2"
"661","DistinctClusters",36.07,18.35,"2"
"662","DistinctClusters",58.18,23.5,"2"
"663","DistinctClusters",56.79,23.02,"2"
"664","DistinctClusters",45.35,15.54,"2"
"665","DistinctClusters",41.54,15.1,"2"
"666","DistinctClusters",38.99,31.22,"2"
"667","DistinctClusters",48.39,15.04,"2"
"668","DistinctClusters",39,25.7,"2"
"669","DistinctClusters",45.11,18.4,"2"
"670","DistinctClusters",50.98,13.41,"2"
"671","DistinctClusters",55.13,10.79,"2"
"672","DistinctClusters",45.08,12.76,"2"
"673","DistinctClusters",49.26,8.3,"2"
"674","DistinctClusters",51.53,14.7,"2"
"675","DistinctClusters",60.31,25.84,"2"
"676","DistinctClusters",44.25,16.51,"2"
"677","DistinctClusters",40.37,30.42,"2"
"678","DistinctClusters",38.93,18.96,"2"
"679","DistinctClusters",53.33,14.37,"2"
"680","DistinctClusters",49.64,18.29,"2"
"681","DistinctClusters",54.63,16.47,"2"
"682","DistinctClusters",49.15,17.34,"2"
"683","DistinctClusters",52.36,20.36,"2"
"684","DistinctClusters",51.35,20.49,"2"
"685","DistinctClusters",50.14,24.55,"2"
"686","DistinctClusters",46.26,23.24,"2"
"687","DistinctClusters",57.57,24.66,"2"
"688","DistinctClusters",47.57,20.79,"2"
"689","DistinctClusters",54,15.16,"2"
"690","DistinctClusters",50.99,22.7,"2"
"691","DistinctClusters",60.69,22.48,"2"
"692","DistinctClusters",54.27,17.58,"2"
"693","DistinctClusters",47.97,17.67,"2"
"694","DistinctClusters",49.95,26.57,"2"
"695","DistinctClusters",49.25,28.04,"2"
"696","DistinctClusters",37.45,20.69,"2"
"697","DistinctClusters",60.18,17.65,"2"
"698","DistinctClusters",56.38,29.91,"2"
"699","DistinctClusters",45.4,12.54,"2"
"700","DistinctClusters",52.29,14.53,"2"
"701","DistinctClusters",51.45,25.1,"2"
"702","DistinctClusters",43.2,14.45,"2"
"703","DistinctClusters",58.94,25.36,"2"
"704","DistinctClusters",48.51,14.35,"2"
"705","DistinctClusters",51.1,23.23,"2"
"706","DistinctClusters",52.43,18.91,"2"
"707","DistinctClusters",44.04,25.35,"2"
"708","DistinctClusters",43.49,27.98,"2"
"709","DistinctClusters",49.71,19.38,"2"
"710","DistinctClusters",53.46,23.69,"2"
"711","DistinctClusters",50.44,9.2,"2"
"712","DistinctClusters",54.24,18.42,"2"
"713","DistinctClusters",52.01,12.74,"2"
"714","DistinctClusters",53.27,21.23,"2"
"715","DistinctClusters",41.58,19.92,"2"
"716","DistinctClusters",54.06,18.59,"2"
"717","DistinctClusters",45.26,18.87,"2"
"718","DistinctClusters",47.21,25.71,"2"
"719","DistinctClusters",49.37,19.08,"2"
"720","DistinctClusters",40.11,31.13,"2"
"721","DistinctClusters",49.4,8.57,"2"
"722","DistinctClusters",47.36,22.16,"2"
"723","DistinctClusters",45.69,32.69,"2"
"724","DistinctClusters",46.67,13.19,"2"
"725","DistinctClusters",57.47,15.22,"2"
"726","DistinctClusters",42.45,17.61,"2"
"727","DistinctClusters",48.71,20.55,"2"
"728","DistinctClusters",35.17,18.57,"2"
"729","DistinctClusters",45.95,17.23,"2"
"730","DistinctClusters",46.99,31.56,"2"
"731","DistinctClusters",59.25,20.73,"2"
"732","DistinctClusters",44.23,26.55,"2"
"733","DistinctClusters",44.77,2.17,"2"
"734","DistinctClusters",41.61,26.77,"2"
"735","DistinctClusters",51.08,27.87,"2"
"736","DistinctClusters",56.92,17.1,"2"
"737","DistinctClusters",42.81,18.65,"2"
"738","DistinctClusters",47.45,30.01,"2"
"739","DistinctClusters",58.2,20.25,"2"
"740","DistinctClusters",45.89,26.23,"2"
"741","DistinctClusters",54.11,23.53,"2"
"742","DistinctClusters",52.34,19.05,"2"
"743","DistinctClusters",42.17,18.25,"2"
"744","DistinctClusters",57.3,11.48,"2"
"745","DistinctClusters",54.77,7.17,"2"
"746","DistinctClusters",47.07,19.86,"2"
"747","DistinctClusters",44.58,21.62,"2"
"748","DistinctClusters",47.66,16.98,"2"
"749","DistinctClusters",54.88,23.78,"2"
"750","DistinctClusters",46.61,22.85,"2"
"751","DistinctClusters",38.75,17.96,"2"
"752","DistinctClusters",49.14,20.3,"2"
"753","DistinctClusters",54.63,27.77,"2"
"754","DistinctClusters",43.05,21.89,"2"
"755","DistinctClusters",48.57,24.81,"2"
"756","DistinctClusters",42.67,22.92,"2"
"757","DistinctClusters",50.7,30.35,"2"
"758","DistinctClusters",49.21,20.61,"2"
"759","DistinctClusters",49.8,14.06,"2"
"760","DistinctClusters",46.27,17.24,"2"
"761","DistinctClusters",45.74,21.43,"2"
"762","DistinctClusters",55.23,18.38,"2"
"763","DistinctClusters",50.63,18.98,"2"
"764","DistinctClusters",48.88,23.99,"2"
"765","DistinctClusters",30.72,15.35,"2"
"766","DistinctClusters",42.35,8.48,"2"
"767","DistinctClusters",54.58,32.12,"2"
"768","DistinctClusters",47.56,22.61,"2"
"769","DistinctClusters",42.75,26.3,"2"
"770","DistinctClusters",47.36,18.13,"2"
"771","DistinctClusters",47.75,20.56,"2"
"772","DistinctClusters",46.99,7.08,"2"
"773","DistinctClusters",52.98,22.15,"2"
"774","DistinctClusters",59.13,22.81,"2"
"775","DistinctClusters",55.93,14.56,"2"
"776","DistinctClusters",57.48,16.82,"2"
"777","DistinctClusters",48.02,28.06,"2"
"778","DistinctClusters",55.07,22.82,"2"
"779","DistinctClusters",44.11,18.48,"2"
"780","DistinctClusters",49.16,22.21,"2"
"781","DistinctClusters",63.11,11.92,"2"
"782","DistinctClusters",49.92,27.03,"2"
"783","DistinctClusters",48.17,8.55,"2"
"784","DistinctClusters",46.49,13.97,"2"
"785","DistinctClusters",54.63,24.06,"2"
"786","DistinctClusters",62.64,26.91,"2"
"787","DistinctClusters",52.47,9.6,"2"
"788","DistinctClusters",48.43,23.61,"2"
"789","DistinctClusters",62.44,22.05,"2"
"790","DistinctClusters",45.33,19.79,"2"
"791","DistinctClusters",56.79,16.24,"2"
"792","DistinctClusters",47.47,14.86,"2"
"793","DistinctClusters",43.87,20.91,"2"
"794","DistinctClusters",57.31,27.24,"2"
"795","DistinctClusters",39.2,11.07,"2"
"796","DistinctClusters",48.15,13.7,"2"
"797","DistinctClusters",50.09,29.83,"2"
"798","DistinctClusters",47.35,12.76,"2"
"799","DistinctClusters",40.17,4.24,"2"
"800","DistinctClusters",46.15,20.1,"2"
"801","DistinctClusters",82.07,54.68,"3"
"802","DistinctClusters",80.08,48.47,"3"
"803","DistinctClusters",74.76,69.72,"3"
"804","DistinctClusters",82.06,63.12,"3"
"805","DistinctClusters",78.94,59.66,"3"
"806","DistinctClusters",85.53,64.18,"3"
"807","DistinctClusters",81.81,60.32,"3"
"808","DistinctClusters",84.16,52.14,"3"
"809","DistinctClusters",81.95,47.26,"3"
"810","DistinctClusters",82.45,58.75,"3"
"811","DistinctClusters",84.56,58.12,"3"
"812","DistinctClusters",66.28,53.65,"3"
"813","DistinctClusters",83.11,62.5,"3"
"814","DistinctClusters",71.92,58.11,"3"
"815","DistinctClusters",82.18,64.95,"3"
"816","DistinctClusters",87.89,67.75,"3"
"817","DistinctClusters",77.31,56.25,"3"
"818","DistinctClusters",75.15,54.75,"3"
"819","DistinctClusters",79.48,60.86,"3"
"820","DistinctClusters",89.51,68.55,"3"
"821","DistinctClusters",80.61,49.59,"3"
"822","DistinctClusters",80.89,54.98,"3"
"823","DistinctClusters",76.72,55.71,"3"
"824","DistinctClusters",76.83,62.25,"3"
"825","DistinctClusters",79.16,74.3,"3"
"826","DistinctClusters",70.46,57.22,"3"
"827","DistinctClusters",87.4,57.44,"3"
"828","DistinctClusters",77.99,49.78,"3"
"829","DistinctClusters",67.99,53.75,"3"
"830","DistinctClusters",79.9,64.61,"3"
"831","DistinctClusters",78.55,55.53,"3"
"832","DistinctClusters",69.25,57.08,"3"
"833","DistinctClusters",92.3,57.88,"3"
"834","DistinctClusters",73.3,59.63,"3"
"835","DistinctClusters",71.88,69.72,"3"
"836","DistinctClusters",82.71,67.48,"3"
"837","DistinctClusters",86.2,72.05,"3"
"838","DistinctClusters",78.82,48.87,"3"
"839","DistinctClusters",81.36,57.22,"3"
"840","DistinctClusters",73.39,66.26,"3"
"841","DistinctClusters",85.73,58.18,"3"
"842","DistinctClusters",81.88,61.91,"3"
"843","DistinctClusters",80.61,56.11,"3"
"844","DistinctClusters",84.49,48.79,"3"
"845","DistinctClusters",85.99,52.76,"3"
"846","DistinctClusters",75.6,71.38,"3"
"847","DistinctClusters",82.89,58.43,"3"
"848","DistinctClusters",74.06,70.73,"3"
"849","DistinctClusters",93.38,65.2,"3"
"850","DistinctClusters",82.74,64.22,"3"
"851","DistinctClusters",79.79,69.74,"3"
"852","DistinctClusters",77.06,50.46,"3"
"853","DistinctClusters",78.68,56.34,"3"
"854","DistinctClusters",73.39,58.12,"3"
"855","DistinctClusters",80.38,54.47,"3"
"856","DistinctClusters",83.5,58.46,"3"
"857","DistinctClusters",76.92,47.5,"3"
"858","DistinctClusters",75.12,51.5,"3"
"859","DistinctClusters",70.22,63.66,"3"
"860","DistinctClusters",83.41,61.45,"3"
"861","DistinctClusters",82,67.82,"3"
"862","DistinctClusters",78.73,57.99,"3"
"863","DistinctClusters",76.69,57.69,"3"
"864","DistinctClusters",81.55,57.47,"3"
"865","DistinctClusters",71.75,54.25,"3"
"866","DistinctClusters",71.16,61.49,"3"
"867","DistinctClusters",71.33,52.93,"3"
"868","DistinctClusters",77.83,62.97,"3"
"869","DistinctClusters",84.74,58.93,"3"
"870","DistinctClusters",84.29,64.65,"3"
"871","DistinctClusters",76.61,67.49,"3"
"872","DistinctClusters",88.51,57.5,"3"
"873","DistinctClusters",73.13,57.42,"3"
"874","DistinctClusters",77.04,59.72,"3"
"875","DistinctClusters",75.6,56.05,"3"
"876","DistinctClusters",80.96,69.62,"3"
"877","DistinctClusters",69.49,59.62,"3"
"878","DistinctClusters",87.11,65.21,"3"
"879","DistinctClusters",87.24,62.27,"3"
"880","DistinctClusters",85.87,68.49,"3"
"881","DistinctClusters",79.51,58.75,"3"
"882","DistinctClusters",86.94,43.93,"3"
"883","DistinctClusters",82.92,63.66,"3"
"884","DistinctClusters",85.75,53.8,"3"
"885","DistinctClusters",81.07,62.98,"3"
"886","DistinctClusters",81.75,54.16,"3"
"887","DistinctClusters",67.32,59.43,"3"
"888","DistinctClusters",76.77,56.68,"3"
"889","DistinctClusters",86.08,58.53,"3"
"890","DistinctClusters",80.61,56.07,"3"
"891","DistinctClusters",72.69,54.1,"3"
"892","DistinctClusters",74.25,61.18,"3"
"893","DistinctClusters",76.67,52.7,"3"
"894","DistinctClusters",92.73,58.29,"3"
"895","DistinctClusters",78.92,58.2,"3"
"896","DistinctClusters",76.13,56.17,"3"
"897","DistinctClusters",67.44,70.46,"3"
"898","DistinctClusters",68.59,48.78,"3"
"899","DistinctClusters",87.33,60.19,"3"
"900","DistinctClusters",74.89,52.75,"3"
"901","DistinctClusters",89.73,51.95,"3"
"902","DistinctClusters",78.03,59.73,"3"
"903","DistinctClusters",66.04,73.13,"3"
"904","DistinctClusters",93.16,68.53,"3"
"905","DistinctClusters",73.51,61.1,"3"
"906","DistinctClusters",76.96,56.08,"3"
"907","DistinctClusters",80.58,72.26,"3"
"908","DistinctClusters",79.28,58.59,"3"
"909","DistinctClusters",70.89,54.65,"3"
"910","DistinctClusters",70.94,51.86,"3"
"911","DistinctClusters",88.37,56.5,"3"
"912","DistinctClusters",75.75,70.01,"3"
"913","DistinctClusters",84.97,66.51,"3"
"914","DistinctClusters",90.25,63.35,"3"
"915","DistinctClusters",75.33,50.18,"3"
"916","DistinctClusters",75.76,58.37,"3"
"917","DistinctClusters",68.04,66.55,"3"
"918","DistinctClusters",91.4,58.12,"3"
"919","DistinctClusters",75.46,55.91,"3"
"920","DistinctClusters",77.73,60.31,"3"
"921","DistinctClusters",71.82,55.74,"3"
"922","DistinctClusters",84.45,57.87,"3"
"923","DistinctClusters",89.67,74.37,"3"
"924","DistinctClusters",81.36,63.31,"3"
"925","DistinctClusters",77.6,67.49,"3"
"926","DistinctClusters",69.98,60.3,"3"
"927","DistinctClusters",88.94,57.27,"3"
"928","DistinctClusters",84.15,63.95,"3"
"929","DistinctClusters",79.75,51.09,"3"
"930","DistinctClusters",87.23,68.82,"3"
"931","DistinctClusters",87.79,58.67,"3"
"932","DistinctClusters",77.23,41.87,"3"
"933","DistinctClusters",72.65,54.79,"3"
"934","DistinctClusters",85.78,57.52,"3"
"935","DistinctClusters",84.16,71.94,"3"
"936","DistinctClusters",76.99,59.53,"3"
"937","DistinctClusters",98.92,51.1,"3"
"938","DistinctClusters",64.71,58.28,"3"
"939","DistinctClusters",79.95,54.59,"3"
"940","DistinctClusters",86.83,50.56,"3"
"941","DistinctClusters",88.89,55.99,"3"
"942","DistinctClusters",85.86,48.86,"3"
"943","DistinctClusters",80.89,76.1,"3"
"944","DistinctClusters",84.73,61.67,"3"
"945","DistinctClusters",83.35,63.75,"3"
"946","DistinctClusters",79.84,53.09,"3"
"947","DistinctClusters",74.74,67.77,"3"
"948","DistinctClusters",87.3,63.13,"3"
"949","DistinctClusters",77.89,54.37,"3"
"950","DistinctClusters",78.23,59.35,"3"
"951","DistinctClusters",81.52,57.6,"3"
"952","DistinctClusters",80.07,67.72,"3"
"953","DistinctClusters",68.15,59.02,"3"
"954","DistinctClusters",77.44,66.51,"3"
"955","DistinctClusters",83.67,64.38,"3"
"956","DistinctClusters",87.38,58.2,"3"
"957","DistinctClusters",72.38,59.7,"3"
"958","DistinctClusters",76.1,54.83,"3"
"959","DistinctClusters",65.34,57.01,"3"
"960","DistinctClusters",85.98,51.62,"3"
"961","DistinctClusters",80.03,57.45,"3"
"962","DistinctClusters",84.75,57.81,"3"
"963","DistinctClusters",76.62,58.69,"3"
"964","DistinctClusters",81.28,75,"3"
"965","DistinctClusters",85.86,60.87,"3"
"966","DistinctClusters",78.6,51.13,"3"
"967","DistinctClusters",85.09,65.58,"3"
"968","DistinctClusters",83.92,58.27,"3"
"969","DistinctClusters",70.46,68.46,"3"
"970","DistinctClusters",81.86,60.32,"3"
"971","DistinctClusters",65.08,69.64,"3"
"972","DistinctClusters",78.33,59.9,"3"
"973","DistinctClusters",76.69,56.74,"3"
"974","DistinctClusters",85.26,71.87,"3"
"975","DistinctClusters",81.76,51.8,"3"
"976","DistinctClusters",76.42,62.55,"3"
"977","DistinctClusters",79.06,54.14,"3"
"978","DistinctClusters",81.11,67.16,"3"
"979","DistinctClusters",73.92,62.65,"3"
"980","DistinctClusters",75.92,57.43,"3"
"981","DistinctClusters",72.54,57.73,"3"
"982","DistinctClusters",70.79,65.33,"3"
"983","DistinctClusters",76.85,53.61,"3"
"984","DistinctClusters",79.89,55.34,"3"
"985","DistinctClusters",70.59,62.45,"3"
"986","DistinctClusters",82.81,64.5,"3"
"987","DistinctClusters",75.99,49.71,"3"
"988","DistinctClusters",81.87,61.15,"3"
"989","DistinctClusters",80.86,53.03,"3"
"990","DistinctClusters",77.76,56.15,"3"
"991","DistinctClusters",68.33,67.87,"3"
"992","DistinctClusters",70.41,66.01,"3"
"993","DistinctClusters",64.76,58.84,"3"
"994","DistinctClusters",88.17,54.4,"3"
"995","DistinctClusters",77.84,61.86,"3"
"996","DistinctClusters",91.62,69.5,"3"
"997","DistinctClusters",71.26,65.44,"3"
"998","DistinctClusters",88.89,62.41,"3"
"999","DistinctClusters",86.46,60.45,"3"
"1000","DistinctClusters",75.46,66.36,"3"
"1001","DistinctClusters",84.28,65.5,"3"
"1002","DistinctClusters",83.49,64.86,"3"
"1003","DistinctClusters",79.12,55.73,"3"
"1004","DistinctClusters",89.04,43.86,"3"
"1005","DistinctClusters",78.32,56.6,"3"
"1006","DistinctClusters",92.17,67.8,"3"
"1007","DistinctClusters",72.83,58.86,"3"
"1008","DistinctClusters",87.87,56.17,"3"
"1009","DistinctClusters",76.86,47.79,"3"
"1010","DistinctClusters",82.13,56.37,"3"
"1011","DistinctClusters",79.57,55.15,"3"
"1012","DistinctClusters",79.2,56.36,"3"
"1013","DistinctClusters",79.47,60.52,"3"
"1014","DistinctClusters",85.51,58.59,"3"
"1015","DistinctClusters",80.19,67.58,"3"
"1016","DistinctClusters",88.15,50.62,"3"
"1017","DistinctClusters",80.68,51.04,"3"
"1018","DistinctClusters",81.05,53.42,"3"
"1019","DistinctClusters",79.68,59.83,"3"
"1020","DistinctClusters",77.45,73.04,"3"
"1021","DistinctClusters",81.25,68.22,"3"
"1022","DistinctClusters",85.96,57.73,"3"
"1023","DistinctClusters",84.88,55.33,"3"
"1024","DistinctClusters",85.98,67.58,"3"
"1025","DistinctClusters",90.4,61.85,"3"
"1026","DistinctClusters",82.14,57.49,"3"
"1027","DistinctClusters",80.93,59.77,"3"
"1028","DistinctClusters",89.32,67.12,"3"
"1029","DistinctClusters",79.62,59.37,"3"
"1030","DistinctClusters",73.95,61.21,"3"
"1031","DistinctClusters",74.64,64.68,"3"
"1032","DistinctClusters",76.07,56.75,"3"
"1033","DistinctClusters",71.4,47.84,"3"
"1034","DistinctClusters",88.51,59.87,"3"
"1035","DistinctClusters",76.44,67.33,"3"
"1036","DistinctClusters",86.71,58.96,"3"
"1037","DistinctClusters",94.3,63.98,"3"
"1038","DistinctClusters",77.58,56.71,"3"
"1039","DistinctClusters",82.22,54.5,"3"
"1040","DistinctClusters",76.55,62.62,"3"
"1041","DistinctClusters",97.52,57.69,"3"
"1042","DistinctClusters",73.53,65.05,"3"
"1043","DistinctClusters",87.07,65.72,"3"
"1044","DistinctClusters",85.22,57.54,"3"
"1045","DistinctClusters",85.59,60.6,"3"
"1046","DistinctClusters",86.15,65.52,"3"
"1047","DistinctClusters",83.68,68.76,"3"
"1048","DistinctClusters",83.65,57.62,"3"
"1049","DistinctClusters",74.64,57.1,"3"
"1050","DistinctClusters",82.71,58.1,"3"
"1051","DistinctClusters",77.75,67.26,"3"
"1052","DistinctClusters",97.04,55.48,"3"
"1053","DistinctClusters",84.39,56.1,"3"
"1054","DistinctClusters",85.04,58.47,"3"
"1055","DistinctClusters",66.68,52.22,"3"
"1056","DistinctClusters",72.04,57.45,"3"
"1057","DistinctClusters",74.14,57.61,"3"
"1058","DistinctClusters",76.48,60.36,"3"
"1059","DistinctClusters",76.59,64.08,"3"
"1060","DistinctClusters",83.86,69.42,"3"
"1061","DistinctClusters",78.58,64.87,"3"
"1062","DistinctClusters",78.21,52.37,"3"
"1063","DistinctClusters",87.14,69.03,"3"
"1064","DistinctClusters",67.35,64.84,"3"
"1065","DistinctClusters",79.56,60.39,"3"
"1066","DistinctClusters",85.18,68.06,"3"
"1067","DistinctClusters",86.45,63.25,"3"
"1068","DistinctClusters",78.76,59.08,"3"
"1069","DistinctClusters",77.4,56.51,"3"
"1070","DistinctClusters",78.91,65.32,"3"
"1071","DistinctClusters",77.41,46.73,"3"
"1072","DistinctClusters",77.45,59.07,"3"
"1073","DistinctClusters",71.88,53.24,"3"
"1074","DistinctClusters",78.82,47.88,"3"
"1075","DistinctClusters",81.4,61.34,"3"
"1076","DistinctClusters",76.66,59.23,"3"
"1077","DistinctClusters",73.32,47.86,"3"
"1078","DistinctClusters",70.22,58.32,"3"
"1079","DistinctClusters",77.67,62.52,"3"
